strategy,side,axis,parent,group,entry,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,parent_baseline_trades,parent_trade_ratio,name,quality_tag,dev_long,dev_short,rsi_long_max,rsi_short_min,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,range20_max,vol_min,body_min,close_pos_long_min,close_pos_short_max,wick_min,ret3_floor,ret5_floor,ret10_floor,ret20_floor,ret3_ceil,ret5_ceil,ret10_ceil,ret20_ceil,trend_required,reclaim_required,anchor_required,breakout_bonus,absorb_bonus,be_r,trail_r,trail_atr,fail_bars,fail_pnl,post_loss_after,post_loss_bars,sym_dd_pct,sym_dd_bars,shock_lb,shock_ret5,shock_range,shock_close_pos
8V15_long_max_038_v51_ema_soft,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_038_v51_ema_soft,v51_ema_soft,0.0,0.0,50.0,0.0,1.1500000000000001,1.8,12,10,0.0031,0.047,0.178,1.045,0.16,0.51,1.0,0.31,-0.046,-0.07700000000000001,-0.056999999999999995,-0.08399999999999999,1.0,1.0,1.0,1.0,True,True,False,0.0,0.0,0.8,1.16,1.36,6,-0.43000000000000005,2,20,0.13799999999999998,30,6,-0.057999999999999996,0.12,0.23
8V15_long_max_039_v51_hold_trim,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_039_v51_hold_trim,v51_hold_trim,0.0,0.0,52.0,0.0,1.2000000000000002,1.8,14,12,0.0034,0.047,0.178,1.045,0.16,0.51,1.0,0.37,-0.052000000000000005,-0.07700000000000001,-0.056999999999999995,-0.08399999999999999,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,0.8700000000000001,1.16,1.36,7,-0.43000000000000005,3,20,0.13799999999999998,30,7,-0.057999999999999996,0.12,0.23
8V15_long_max_040_v51_trail_guard,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_040_v51_trail_guard,v51_trail_guard,0.0,0.0,54.0,0.0,1.25,1.8,16,14,0.0037,0.047,0.178,1.045,0.16,0.51,1.0,0.43,-0.058,-0.07700000000000001,-0.056999999999999995,-0.08399999999999999,1.0,1.0,1.0,1.0,False,False,False,0.0,0.0,0.9400000000000001,1.16,1.36,8,-0.43000000000000005,2,20,0.13799999999999998,30,8,-0.057999999999999996,0.12,0.23
8V15_long_max_041_v51_core_keep,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_041_v51_core_keep,v51_core_keep,0.0,0.0,46.0,0.0,1.05,1.8900000000000001,18,16,0.0028,0.056,0.16799999999999998,1.09,0.16,0.51,1.0,0.49,-0.04,-0.084,-0.063,-0.08399999999999999,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.66,1.25,1.04,4,-0.43000000000000005,2,24,0.13799999999999998,34,9,-0.057999999999999996,0.13,0.23
8V15_long_max_042_v51_lowanchor,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_042_v51_lowanchor,v51_lowanchor,0.0,0.0,48.0,0.0,1.1,1.8900000000000001,20,18,0.0031,0.056,0.16799999999999998,1.09,0.16,0.51,1.0,0.55,-0.046,-0.084,-0.063,-0.08399999999999999,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.73,1.25,1.04,5,-0.43000000000000005,2,24,0.13799999999999998,34,10,-0.057999999999999996,0.13,0.23
8V15_long_max_043_v51_strict,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_043_v51_strict,v51_strict,0.0,0.0,50.0,0.0,1.1500000000000001,1.8900000000000001,10,6,0.0034,0.056,0.16799999999999998,1.09,0.19,0.545,1.0,0.25,-0.052000000000000005,-0.084,-0.063,-0.093,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.8,1.25,1.04,6,-0.52,2,24,0.156,34,5,-0.064,0.13,0.23
8V15_long_max_044_v51_shocklow,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_044_v51_shocklow,v51_shocklow,0.0,0.0,52.0,0.0,1.2000000000000002,1.8900000000000001,12,8,0.0037,0.056,0.16799999999999998,1.09,0.19,0.545,1.0,0.31,-0.058,-0.084,-0.063,-0.093,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.8700000000000001,1.25,1.04,7,-0.52,2,24,0.156,34,6,-0.064,0.13,0.23
8V15_long_max_045_v51_mdd_brake,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_045_v51_mdd_brake,v51_mdd_brake,0.0,0.0,54.0,0.0,1.25,1.8900000000000001,14,10,0.0028,0.056,0.16799999999999998,1.09,0.19,0.545,1.0,0.37,-0.04,-0.09100000000000001,-0.063,-0.093,1.0,1.0,1.0,1.0,False,False,False,0.0,0.0,0.9400000000000001,1.25,1.04,8,-0.52,3,28,0.156,34,7,-0.064,0.13,0.23
8V15_long_max_046_v51_volclip,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_046_v51_volclip,v51_volclip,0.0,0.0,46.0,0.0,1.05,1.98,16,12,0.0031,0.056,0.16799999999999998,1.135,0.19,0.545,1.0,0.43,-0.046,-0.09100000000000001,-0.069,-0.093,1.0,1.0,1.0,1.0,False,True,False,0.0,0.0,0.66,1.3399999999999999,1.04,4,-0.52,2,28,0.156,34,8,-0.064,0.13,0.23
8V15_long_max_047_v51_wickclip,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_047_v51_wickclip,v51_wickclip,0.0,0.0,48.0,0.0,1.1,1.98,18,14,0.0034,0.056,0.16799999999999998,1.135,0.19,0.545,1.0,0.49,-0.052000000000000005,-0.09100000000000001,-0.069,-0.093,1.0,1.0,1.0,1.0,False,False,True,0.0,0.0,0.73,1.3399999999999999,1.04,5,-0.52,2,28,0.156,34,9,-0.064,0.13,0.23
8V15_long_max_048_v51_ema_soft,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_048_v51_ema_soft,v51_ema_soft,0.0,0.0,50.0,0.0,1.1500000000000001,1.98,20,16,0.0037,0.056,0.16799999999999998,1.135,0.19,0.545,1.0,0.55,-0.058,-0.09100000000000001,-0.069,-0.093,1.0,1.0,1.0,1.0,True,True,False,0.0,0.0,0.8,1.3399999999999999,1.04,6,-0.52,2,28,0.156,34,10,-0.064,0.13,0.23
8V15_long_max_049_v51_hold_trim,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_049_v51_hold_trim,v51_hold_trim,0.0,0.0,52.0,0.0,1.2000000000000002,1.98,10,18,0.0028,0.056,0.158,1.135,0.1,0.545,1.0,0.25,-0.04,-0.07,-0.069,-0.102,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,0.8700000000000001,1.3399999999999999,1.12,7,-0.6100000000000001,3,8,0.174,14,5,-0.07,0.13,0.23
8V15_long_max_050_v51_trail_guard,long,long_max,8V4_V51_V002_core_rare22_c1,parent_preserve_v51_rare22,lx_parent_v51_core_rare22_c1,0,0,0,0.0,0.0,0.0,0.0,100.0,2276,0.0,8V15_long_max_050_v51_trail_guard,v51_trail_guard,0.0,0.0,54.0,0.0,1.25,1.98,12,6,0.0031,0.056,0.158,1.135,0.1,0.5800000000000001,1.0,0.31,-0.046,-0.07,-0.069,-0.102,1.0,1.0,1.0,1.0,False,False,False,0.0,0.0,0.9400000000000001,1.3399999999999999,1.12,8,-0.6100000000000001,2,8,0.174,14,6,-0.07,0.13,0.23
8V15_short_main_024_s52_wick_guard,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,21020,7663,13357,36.455756422454805,-46.283759069687804,0.0,94.35272943586914,5.647270564130869,28017,0.7502587714601849,8V15_short_main_024_s52_wick_guard,s52_wick_guard,0.0,0.0345,0.0,80.0,1.945,6.3,200,6,0.0021,0.07799999999999999,0.256,1.02,0.09,0.0,0.755,1.25,-1.0,-1.0,-1.0,-1.0,0.11399999999999999,0.157,0.22,0.39,False,False,True,0.0,0.0,1.4000000000000001,2.21,1.79,11,-0.91,3,23,0.048,7,10,0.126,0.152,0.92
8V15_short_main_034_s52_wick_guard,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,22996,8388,14608,36.47590885371369,-49.73519879909155,0.0,95.32576734005733,4.674232659942678,28017,0.820787379091266,8V15_short_main_034_s52_wick_guard,s52_wick_guard,0.0,0.0345,0.0,80.0,1.945,5.8500000000000005,180,2,0.0015,0.086,0.28,0.87,0.05,0.0,0.86,1.0899999999999999,-1.0,-1.0,-1.0,-1.0,0.098,0.145,0.252,0.35000000000000003,False,False,True,0.0,0.0,1.4000000000000001,1.79,2.0300000000000002,11,-0.55,3,14,0.03,9,8,0.09,0.16799999999999998,0.92
8V15_short_main_044_s52_wick_guard,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,23154,8416,14738,36.34793124298177,-48.32608094331551,0.0,95.5501115768644,4.449888423135606,28017,0.8264268122925367,8V15_short_main_044_s52_wick_guard,s52_wick_guard,0.0,0.0345,0.0,80.0,1.945,6.15,160,6,0.0018,0.08199999999999999,0.268,0.97,0.09,0.0,0.79,0.9299999999999999,-1.0,-1.0,-1.0,-1.0,0.11399999999999999,0.16899999999999998,0.22,0.39,False,False,True,0.0,0.0,1.4000000000000001,2.07,1.55,11,-0.79,3,20,0.041999999999999996,10,6,0.11399999999999999,0.184,0.92
8V15_short_main_004_s52_wick_guard,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,23916,8918,14998,37.28884428834253,-52.91024536371104,0.0,95.97830044106298,4.021699558937019,28017,0.8536245850733484,8V15_short_main_004_s52_wick_guard,s52_wick_guard,0.0,0.0345,0.0,80.0,1.945,5.7,180,6,0.0015,0.086,0.28,0.82,0.03,0.0,0.86,1.0899999999999999,-1.0,-1.0,-1.0,-1.0,0.11399999999999999,0.145,0.22,0.33,False,False,True,0.0,0.0,1.4000000000000001,1.65,1.55,11,-0.55,3,8,0.03,5,8,0.09,0.12,0.92
8V15_short_main_014_s52_wick_guard,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,23983,8791,15192,36.655130717591625,-50.98444842451559,0.0,96.10209652673718,3.8979034732628204,28017,0.8560159902916087,8V15_short_main_014_s52_wick_guard,s52_wick_guard,0.0,0.0345,0.0,80.0,1.945,6.0,160,2,0.0018,0.08199999999999999,0.268,0.9199999999999999,0.07,0.0,0.825,0.9299999999999999,-1.0,-1.0,-1.0,-1.0,0.098,0.181,0.252,0.37,False,False,True,0.0,0.0,1.4000000000000001,1.93,1.67,11,-0.79,3,17,0.041999999999999996,6,6,0.11399999999999999,0.136,0.92
8V15_short_max_024_s42_wick_guard,short,short_max,short_only_reference_1x,parent_preserve_short_reference_1x,sx_parent_v42_overextension_reversion_reference,26208,9536,16672,36.385836385836384,-50.285056603354604,0.0,97.2993909322182,2.7006090677818007,36505,0.7179290508149568,8V15_short_max_024_s42_wick_guard,s42_wick_guard,0.0,0.0335,0.0,79.0,1.965,6.449999999999999,210,6,0.002,0.08399999999999999,0.27199999999999996,0.98,0.07899999999999999,0.0,0.79,1.15,-1.0,-1.0,-1.0,-1.0,0.119,0.162,0.23,0.40499999999999997,False,False,True,0.0,0.0,1.44,2.26,1.84,11,-0.94,3,23,0.064,7,10,0.131,0.157,0.93
8V15_short_max_034_s42_wick_guard,short,short_max,short_only_reference_1x,parent_preserve_short_reference_1x,sx_parent_v42_overextension_reversion_reference,28489,10278,18211,36.077082382674014,-55.052875081824695,0.0,97.82246732056844,2.1775326794315597,36505,0.7804136419668538,8V15_short_max_034_s42_wick_guard,s42_wick_guard,0.0,0.0335,0.0,79.0,1.965,6.0,190,2,0.0014,0.092,0.3,0.8450000000000001,0.043,0.0,0.88,0.99,-1.0,-1.0,-1.0,-1.0,0.10300000000000001,0.15,0.262,0.365,False,False,True,0.0,0.0,1.44,1.8399999999999999,2.08,11,-0.58,3,14,0.04,9,8,0.095,0.173,0.93
8V15_short_max_044_s42_wick_guard,short,short_max,short_only_reference_1x,parent_preserve_short_reference_1x,sx_parent_v42_overextension_reversion_reference,28635,10295,18340,35.95250567487341,-54.794361979569715,0.0,97.95585334604401,2.0441466539559916,36505,0.7844130940966991,8V15_short_max_044_s42_wick_guard,s42_wick_guard,0.0,0.0335,0.0,79.0,1.965,6.3,170,6,0.0017,0.088,0.286,0.935,0.07899999999999999,0.0,0.8200000000000001,0.83,-1.0,-1.0,-1.0,-1.0,0.119,0.174,0.23,0.40499999999999997,False,False,True,0.0,0.0,1.44,2.12,1.6,11,-0.82,3,20,0.056,10,6,0.119,0.189,0.93
8V15_short_main_028_s52_rangeclip,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,31322,12102,19220,38.63737947768342,-65.1899809040171,0.0,98.1333114582514,1.8666885417486068,28017,1.1179640932291108,8V15_short_main_028_s52_rangeclip,s52_rangeclip,0.0,0.034,0.0,79.0,1.9100000000000001,5.7,180,6,0.0015,0.074,0.24400000000000002,0.82,0.03,0.0,0.755,1.0899999999999999,-1.0,-1.0,-1.0,-1.0,0.11399999999999999,0.16899999999999998,0.236,0.33,False,False,True,0.0,0.0,1.3,1.65,1.9100000000000001,10,-1.03,3,8,0.054,8,8,0.138,0.152,0.92
8V15_short_max_004_s42_wick_guard,short,short_max,short_only_reference_1x,parent_preserve_short_reference_1x,sx_parent_v42_overextension_reversion_reference,29465,10835,18630,36.772441880196844,-57.7695291199434,0.0,98.16029947358196,1.8397005264180422,36505,0.8071497055197918,8V15_short_max_004_s42_wick_guard,s42_wick_guard,0.0,0.0335,0.0,79.0,1.965,5.85,190,6,0.0014,0.092,0.3,0.8,0.025,0.0,0.88,0.99,-1.0,-1.0,-1.0,-1.0,0.119,0.15,0.23,0.345,False,False,True,0.0,0.0,1.44,1.7,1.6,11,-0.58,3,8,0.04,5,8,0.095,0.125,0.93
8V15_short_main_048_s52_rangeclip,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,32384,11588,20796,35.78310276679842,-64.38843447125258,0.0,98.21778982609489,1.7822101739051188,28017,1.1558696505692971,8V15_short_main_048_s52_rangeclip,s52_rangeclip,0.0,0.034,0.0,79.0,1.9100000000000001,6.3,200,6,0.0021,0.08199999999999999,0.268,1.02,0.09,0.0,0.79,1.25,-1.0,-1.0,-1.0,-1.0,0.11399999999999999,0.181,0.236,0.39,False,False,True,0.0,0.0,1.3,2.21,1.55,10,-0.79,3,23,0.041999999999999996,10,10,0.11399999999999999,0.184,0.92
8V15_short_main_018_s52_rangeclip,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,32939,11896,21043,36.115243328577066,-65.06141258086654,0.0,98.31176351633333,1.688236483666672,28017,1.1756790520041402,8V15_short_main_018_s52_rangeclip,s52_rangeclip,0.0,0.034,0.0,79.0,1.9100000000000001,6.15,200,2,0.0021,0.07799999999999999,0.256,0.97,0.07,0.0,0.79,1.25,-1.0,-1.0,-1.0,-1.0,0.098,0.145,0.268,0.37,False,False,True,0.0,0.0,1.3,2.07,1.79,10,-0.79,3,20,0.041999999999999996,7,10,0.11399999999999999,0.136,0.92
8V15_short_max_014_s42_wick_guard,short,short_max,short_only_reference_1x,parent_preserve_short_reference_1x,sx_parent_v42_overextension_reversion_reference,29789,10808,18981,36.28184900466615,-56.7218448564598,0.0,98.31216900631769,1.6878309936823155,36505,0.8160252020271196,8V15_short_max_014_s42_wick_guard,s42_wick_guard,0.0,0.0335,0.0,79.0,1.965,6.1499999999999995,170,2,0.0017,0.088,0.286,0.89,0.061,0.0,0.85,0.83,-1.0,-1.0,-1.0,-1.0,0.10300000000000001,0.186,0.262,0.38499999999999995,False,False,True,0.0,0.0,1.44,1.98,1.7200000000000002,11,-0.82,3,17,0.056,6,6,0.119,0.14100000000000001,0.93
8V15_short_main_045_s52_time_reduce,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,31592,11155,20437,35.309572043555335,-56.70539982566882,0.0,98.48564776953597,1.5143522304640222,28017,1.127601099332548,8V15_short_main_045_s52_time_reduce,s52_time_reduce,0.0,0.035,0.0,81.0,1.98,6.15,170,0,0.0021,0.08199999999999999,0.268,0.97,0.09,0.0,0.79,1.01,-1.0,-1.0,-1.0,-1.0,0.09,0.181,0.22,0.39,False,True,False,0.0,0.0,1.5,2.07,1.55,12,-0.79,3,23,0.041999999999999996,10,7,0.11399999999999999,0.184,0.92
8V15_short_main_035_s52_time_reduce,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,31808,11476,20332,36.07897384305835,-58.938875616096055,0.0,98.50489505474135,1.4951049452586407,28017,1.135310704215298,8V15_short_main_035_s52_time_reduce,s52_time_reduce,0.0,0.035,0.0,81.0,1.98,5.8500000000000005,190,4,0.0018,0.086,0.28,0.87,0.05,0.0,0.86,1.17,-1.0,-1.0,-1.0,-1.0,0.106,0.145,0.252,0.35000000000000003,False,True,False,0.0,0.0,1.5,1.79,2.0300000000000002,12,-0.55,3,14,0.03,9,9,0.09,0.16799999999999998,0.92
8V15_short_main_040_s52_trail_guard,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,31820,11277,20543,35.43997485857951,-59.242157897039135,0.0,98.57024900476917,1.4297509952308385,28017,1.1357390155976728,8V15_short_main_040_s52_trail_guard,s52_trail_guard,0.0,0.035,0.0,81.0,1.98,6.0,180,6,0.0015,0.086,0.28,0.9199999999999999,0.07,0.0,0.825,1.0899999999999999,-1.0,-1.0,-1.0,-1.0,0.11399999999999999,0.157,0.268,0.37,False,True,False,0.0,0.0,1.5,1.93,2.0300000000000002,12,-0.67,3,17,0.036,9,8,0.102,0.16799999999999998,0.92
8V15_short_main_020_s52_trail_guard,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,31853,11264,20589,35.36244623740307,-58.50597104573148,0.0,98.63547604942038,1.3645239505796214,28017,1.136916871899204,8V15_short_main_020_s52_trail_guard,s52_trail_guard,0.0,0.035,0.0,81.0,1.98,6.15,160,6,0.0018,0.07799999999999999,0.256,0.97,0.09,0.0,0.79,0.9299999999999999,-1.0,-1.0,-1.0,-1.0,0.11399999999999999,0.145,0.268,0.39,False,True,False,0.0,0.0,1.5,2.07,1.79,12,-0.91,3,20,0.048,7,6,0.126,0.136,0.92
8V15_short_main_010_s52_trail_guard,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,32350,11752,20598,36.327666151468314,-59.88787351059972,0.0,98.67862018786666,1.3213798121333387,28017,1.154656101652568,8V15_short_main_010_s52_trail_guard,s52_trail_guard,0.0,0.035,0.0,81.0,1.98,5.8500000000000005,180,2,0.0015,0.08199999999999999,0.268,0.87,0.05,0.0,0.825,1.0899999999999999,-1.0,-1.0,-1.0,-1.0,0.098,0.16899999999999998,0.236,0.35000000000000003,False,True,False,0.0,0.0,1.5,1.79,1.67,12,-0.67,3,14,0.036,6,8,0.102,0.12,0.92
8V15_short_main_038_s52_rangeclip,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,35446,12729,22717,35.91096315522203,-68.79622465485812,0.0,98.7100868980364,1.2899131019636023,28017,1.2651604383053145,8V15_short_main_038_s52_rangeclip,s52_rangeclip,0.0,0.034,0.0,79.0,1.9100000000000001,6.0,160,2,0.0018,0.086,0.28,0.9199999999999999,0.07,0.0,0.825,0.9299999999999999,-1.0,-1.0,-1.0,-1.0,0.098,0.157,0.268,0.37,False,False,True,0.0,0.0,1.3,1.93,2.0300000000000002,10,-0.67,3,17,0.036,9,6,0.102,0.16799999999999998,0.92
8V15_short_main_005_s52_time_reduce,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,32748,12169,20579,37.15952119213387,-61.084158851235195,0.0,98.71184423085163,1.2881557691483803,28017,1.1688617625013384,8V15_short_main_005_s52_time_reduce,s52_time_reduce,0.0,0.035,0.0,81.0,1.98,5.7,190,0,0.0018,0.086,0.28,0.82,0.03,0.0,0.86,1.17,-1.0,-1.0,-1.0,-1.0,0.09,0.157,0.22,0.33,False,True,False,0.0,0.0,1.5,1.65,1.55,12,-0.55,3,11,0.03,5,9,0.09,0.12,0.92
8V15_short_main_015_s52_time_reduce,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,32271,11507,20764,35.6574013820458,-59.878602411504744,0.0,98.72170291517743,1.278297084822566,28017,1.1518363850519329,8V15_short_main_015_s52_time_reduce,s52_time_reduce,0.0,0.035,0.0,81.0,1.98,6.0,170,4,0.0021,0.08199999999999999,0.268,0.9199999999999999,0.07,0.0,0.79,1.01,-1.0,-1.0,-1.0,-1.0,0.106,0.181,0.252,0.37,False,True,False,0.0,0.0,1.5,1.93,1.67,12,-0.79,3,17,0.041999999999999996,6,7,0.11399999999999999,0.136,0.92
8V15_short_main_030_s52_trail_guard,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,32313,12346,19967,38.207532572029834,-61.54548512220123,0.0,98.76189782354561,1.238102176454392,28017,1.1533354748902451,8V15_short_main_030_s52_trail_guard,s52_trail_guard,0.0,0.035,0.0,81.0,1.98,5.7,200,2,0.0021,0.074,0.24400000000000002,0.82,0.03,0.0,0.86,1.25,-1.0,-1.0,-1.0,-1.0,0.098,0.181,0.236,0.33,False,True,False,0.0,0.0,1.5,1.65,1.9100000000000001,12,-1.03,3,11,0.054,8,10,0.138,0.152,0.92
8V15_short_main_025_s52_time_reduce,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,32620,11512,21108,35.291232372777436,-59.506685124330936,0.0,98.80516955033121,1.1948304496687823,28017,1.1642931077560053,8V15_short_main_025_s52_time_reduce,s52_time_reduce,0.0,0.035,0.0,81.0,1.98,6.3,150,0,0.0015,0.074,0.24400000000000002,1.02,0.03,0.0,0.755,0.85,-1.0,-1.0,-1.0,-1.0,0.09,0.16899999999999998,0.22,0.33,False,True,False,0.0,0.0,1.5,2.21,1.9100000000000001,12,-1.03,3,8,0.054,8,5,0.138,0.152,0.92
8V15_short_main_050_s52_trail_guard,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,32797,11438,21359,34.87514101899564,-60.571024912610326,0.0,98.85494550028594,1.14505449971406,28017,1.1706107006460362,8V15_short_main_050_s52_trail_guard,s52_trail_guard,0.0,0.035,0.0,81.0,1.98,6.3,160,2,0.0018,0.07799999999999999,0.256,1.02,0.03,0.0,0.755,0.9299999999999999,-1.0,-1.0,-1.0,-1.0,0.098,0.145,0.236,0.33,False,True,False,0.0,0.0,1.5,2.21,1.67,12,-0.91,3,8,0.048,5,6,0.126,0.184,0.92
8V15_short_main_008_s52_rangeclip,short,short_main,short_beh_dd_brake,parent_preserve_short_beh_dd_brake,sm_parent_v52_overextension_reversion_dd_brake,36613,13454,23159,36.74651080217409,-69.58457916689986,0.0,98.930824009135,1.0691759908650011,28017,1.3068137202412822,8V15_short_main_008_s52_rangeclip,s52_rangeclip,0.0,0.034,0.0,79.0,1.9100000000000001,5.8500000000000005,160,6,0.0018,0.086,0.28,0.87,0.05,0.0,0.825,0.9299999999999999,-1.0,-1.0,-1.0,-1.0,0.11399999999999999,0.157,0.236,0.35000000000000003,False,False,True,0.0,0.0,1.3,1.79,1.55,10,-0.67,3,11,0.036,5,6,0.102,0.12,0.92
8V15_short_max_040_s42_trail_guard,short,short_max,short_only_reference_1x,parent_preserve_short_reference_1x,sx_parent_v42_overextension_reversion_reference,37319,13155,24164,35.25014067901069,-61.94611278354538,0.0,99.36007716521257,0.639922834787432,36505,1.0222983152992742,8V15_short_max_040_s42_trail_guard,s42_trail_guard,0.0,0.034,0.0,80.0,2.0,6.1499999999999995,190,6,0.0014,0.092,0.3,0.89,0.061,0.0,0.85,0.99,-1.0,-1.0,-1.0,-1.0,0.119,0.162,0.278,0.38499999999999995,False,True,False,0.0,0.0,1.54,1.98,2.08,12,-0.7,3,17,0.048,9,8,0.107,0.173,0.93
8V15_short_max_020_s42_trail_guard,short,short_max,short_only_reference_1x,parent_preserve_short_reference_1x,sx_parent_v42_overextension_reversion_reference,37400,13218,24182,35.34224598930481,-61.928413905294065,0.0,99.40466882242929,0.5953311775707126,36505,1.024517189426106,8V15_short_max_020_s42_trail_guard,s42_trail_guard,0.0,0.034,0.0,80.0,2.0,6.3,170,6,0.0017,0.08399999999999999,0.27199999999999996,0.935,0.07899999999999999,0.0,0.8200000000000001,0.83,-1.0,-1.0,-1.0,-1.0,0.119,0.15,0.278,0.40499999999999997,False,True,False,0.0,0.0,1.54,2.12,1.84,12,-0.94,3,20,0.064,7,6,0.131,0.14100000000000001,0.93
8V15_short_max_048_s42_rangeclip,short,short_max,short_only_reference_1x,parent_preserve_short_reference_1x,sx_parent_v42_overextension_reversion_reference,40802,14623,26179,35.83892946424195,-71.45581560066483,0.0,99.40883285309687,0.5911671469031266,36505,1.1177099027530475,8V15_short_max_048_s42_rangeclip,s42_rangeclip,0.0,0.033,0.0,78.0,1.9300000000000002,6.449999999999999,210,6,0.002,0.088,0.286,0.98,0.07899999999999999,0.0,0.8200000000000001,1.15,-1.0,-1.0,-1.0,-1.0,0.119,0.186,0.246,0.40499999999999997,False,False,True,0.0,0.0,1.3399999999999999,2.26,1.6,10,-0.82,3,23,0.056,10,10,0.119,0.189,0.93
