period,scenario,selected_after_cap,selected_before_cap,spec
BASE,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_cap50,80283,81350,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_cap50,73029,73494,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_cap50,72022,72361,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_cap50,7264,7856,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap0.5_cd144_h144_k1_short_cap50,1007,1133,btc_rb_z4.75_gap0.5_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,75279,75279,btc_rb_z4.75_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,68272,68272,btc_rb_z4.75_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,67239,67239,btc_rb_z4.75_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,7007,7007,btc_rb_z4.75_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,1033,1033,btc_rb_z4.75_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,74870,75279,btc_rb_z4.75_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,68098,68272,btc_rb_z4.75_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,67130,67239,btc_rb_z4.75_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,6780,7007,btc_rb_z4.75_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,968,1033,btc_rb_z4.75_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,75279,75279,btc_rb_z4.75_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,68272,68272,btc_rb_z4.75_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,67239,67239,btc_rb_z4.75_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,7007,7007,btc_rb_z4.75_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h144_k1_short_capnone,1033,1033,btc_rb_z4.75_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,74870,75279,btc_rb_z4.75_gap1_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,68098,68272,btc_rb_z4.75_gap1_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,67130,67239,btc_rb_z4.75_gap1_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,6780,7007,btc_rb_z4.75_gap1_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1_cd144_h144_k1_short_cap50,968,1033,btc_rb_z4.75_gap1_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_capnone,69819,69819,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_capnone,63533,63533,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_capnone,62622,62622,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_capnone,6286,6286,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_capnone,911,911,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_cap50,69721,69819,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_cap50,63493,63533,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_cap50,62593,62622,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_cap50,6238,6286,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_cap50,900,911,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_capnone,69819,69819,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_capnone,63533,63533,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_capnone,62622,62622,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_capnone,6286,6286,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_capnone,911,911,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
BASE,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_cap50,69721,69819,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
EX_2025Q4,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_cap50,63493,63533,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
PRE_2025Q4,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_cap50,62593,62622,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
ONLY_2025Q4,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_cap50,6238,6286,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
2026_ENTRY_ONLY,btc_rb_z4.75_gap1.5_cd144_h144_k1_short_cap50,900,911,btc_rb_z4.75_gap1.5_cd144_h144_k1_short
